"","cue","coverage","H","unknown","N"
"91","activate",88,2.91016845962522,0,100
"92","active",92,3.64670060609939,0,100
"93","activist",76,3.98969716499013,0,100
"94","activity",91,3.81797935080425,0,100
"95","actor",83,3.43005408195839,0,100
"96","actors",71,3.59348550667938,0,100
"97","actress",82.8282828282828,3.35150043887969,0,99
"98","actual",96,1.66962412114983,0,100
"99","actually",78,3.11718396312854,0,100
"100","acute",97,2.91414626453145,0,100
"101","ad",88.0434782608696,3.65360252555687,0,92
"102","Adam",87,1.20692210957746,0,100
"103","adapt",91,2.95455210133181,0,100
"104","add",96,2.46289866628167,0,100
"105","added",65,2.97293608921848,0,100
"106","addict",97,2.47798202653324,0,100
"107","addicted",94,2.70591232656052,0,100
"108","addiction",92,2.92178875779415,0,100
"109","addictive",83,3.58118604310236,0,100
"110","addition",91.9191919191919,2.5735253919108,0,99
"111","additional",93,2.5601313628892,0,100
"112","additionally",91,2.63361859017478,0,100
"113","additive",78,3.71583627350206,0,100
"114","address",93,3.01459578272855,0,100
"115","adept",84.8484848484848,3.28037626610098,0,99
"116","adequate",92.7835051546392,2.7038882980949,0,97
"117","adhere",88,2.08560838844588,0,100
"118","adhesive",97,1.53716741304077,0,100
"119","adieu",86.4583333333333,1.65176864423467,0,96
"120","adjacent",94,2.54285849384784,0,100
"121","adjective",87.8787878787879,2.82886802711667,0,99
"122","adjourn",90.7216494845361,3.22246566258037,0,97
"123","adjust",91,3.43605068588592,0,100
"124","adjustment",86.3157894736842,3.3294063264451,0,95
"125","administration",85,3.82264962696532,0,100
"126","administrator",82.2916666666667,3.58204284281821,0,96
"127","admirable",77,3.76127315639246,0,100
"128","admiral",90,2.92203768960129,0,100
"129","admiration",84,3.39630484188274,0,100
"130","admire",88,3.24359763183776,0,100
"131","admission",93,3.29478354466774,0,100
"132","admit",89,3.53877384392286,0,100
"133","adobe",79,3.18677541570517,0,100
"134","adolescence",95,2.77260001512869,0,100
"135","adolescent",94.8979591836735,2.64773836181798,0,98
"136","adopt",90,2.72219099584983,0,100
"137","adoption",91,3.06219768940869,0,100
"138","adorable",95,1.99106233218829,0,100
"139","adoration",89,2.28181414007177,0,100
"140","adore",97,1.35947776113456,0,100
"141","adored",91,1.97479924054501,0,100
"142","adorn",87,3.31432904103748,0,100
"143","adornment",79,2.99217886467176,0,100
"144","adrenal",27,1.96151093738231,0,100
"145","adrenaline",87,2.91776539388481,0,100
"146","ads",73,3.51162918167684,0,100
"147","adult",92,3.30596834574446,0,100
"148","adultery",90,3.25511993076308,0,100
"149","adults",80,3.17634392261806,0,100
"150","advance",90,3.29596491259363,0,100
"151","advanced",89,4.01149835608446,0,100
"152","advancement",92,3.24952232796583,0,100
"153","advantage",88.8888888888889,3.78883903868438,0,99
"154","adventure",93,3.75173087376435,0,100
"155","adventurer",83,3.78191178798864,0,100
"156","adventurous",86,3.89932251176971,0,100
"157","adverb",91,3.0367788746591,0,100
"158","adversary",90,2.15841787857443,0,100
"159","adversity",89,3.49157052127001,0,100
"160","advert",86,3.1115063785931,0,100
"161","advertise",90,3.5873376868816,0,100
"162","advertisement",88,3.87953487203044,0,100
"163","advertising",81,3.83699226482542,0,100
"164","advice",92.9292929292929,3.80869523093228,0,99
"165","Advil",66,2.65262328276883,0,100
"166","advise",95.9183673469388,3.46329137992608,0,98
"167","advisor",80.2083333333333,3.46481617034503,0,96
"168","advocate",90,3.51312460077172,0,100
"169","aerobics",93,2.788774977251,0,100
"170","aerosol",90.625,1.9200235185919,0,96
"171","aesthetics",86,2.86219908745567,0,100
"172","afar",86.734693877551,2.96825529414614,0,98
"173","a few",80,2.96607834217442,0,100
"174","affair",92,3.43681096151563,0,100
"175","affairs",77,3.73500921847676,0,100
"176","affect",91,3.04661097824538,0,100
"177","affection",98,1.46528632441409,0,100
"178","affectionate",96,2.78105525063038,0,100
"179","affirm",77.5510204081633,3.53349704729231,0,98
"180","affirmative",93.9393939393939,2.29471603775081,0,99
"181","affluent",85.2631578947368,2.02767510863354,0,95
"182","afford",93,3.00133855589632,0,100
"183","affordable",90,2.51089299082892,0,100
"184","afraid",98,1.96105277804264,0,100
"185","Africa",87,3.11649631804955,0,100
"186","African",88,3.25997279984779,0,100
"187","after",95,2.67862565900353,0,100
"188","afternoon",91,3.26556223835046,0,100
"189","aftershave",97,3.24472388400244,0,100
"190","afterwards",88,2.55729067854678,0,100
"191","again",89,3.14159895025413,0,100
"192","against",93,3.20545870710605,0,100
"193","age",87,3.43005408195839,0,100
"194","aged",98,1.87671610852183,0,100
"195","ageless",90,2.99899145267149,0,100
"196","agency",91,3.89283561036507,0,100
"197","agenda",94,3.42303998791867,0,100
"198","agent",89,3.46736420772576,0,100
"199","ages",62.1052631578947,3.57154110933209,0,95
"200","aggravate",89.7959183673469,3.02549035068245,0,98
"201","aggression",97,2.99954265610819,0,100
"202","aggressive",96,3.55502025144929,0,100
"203","aghast",70,2.87664068584882,0,100
"204","agile",90,3.4366319108623,0,100
"205","agility",86,3.43310392071255,0,100
"206","aging",93,2.54098619903811,0,100
"207","agitate",92.8571428571429,3.12433883430488,0,98
"208","agitated",87,2.97703584275002,0,100
"209","agnostic",73.469387755102,3.53228140724047,0,98
"210","ago",92,2.10518214269344,0,100
"211","agony",98,1.63338399271323,0,100
"212","agree",84,2.95325839407026,0,100
"213","agreeable",77,3.2872953685055,0,100
"214","agreed",80,3.63254423765599,0,100
"215","agreement",86,3.54179927326372,0,100
"216","agriculture",95,2.45042591831722,0,100
"217","ahead",88,3.02263534966709,0,100
"218","ahoy",89,2.87802012412784,0,100
"219","aid",97,1.75104726986801,0,100
"220","aide",78,2.58355932812116,0,100
"221","aids",83,2.76383401380421,0,100
"222","ailment",90,2.17003273600072,0,100
"223","aim",94,2.74538729194338,0,100
"224","aimless",76,3.36392867105696,0,100
"225","air",98,2.95093363837744,0,100
"226","air conditioning",87.8787878787879,2.53759863289407,0,99
"227","aircraft",96,2.19734149847334,0,100
"228","air force",86,3.26900314786112,0,100
"229","airhead",81.6326530612245,3.34709444756322,0,98
"230","airless",81.8181818181818,3.18274247756042,0,99
"231","airline",88,2.83600795500081,0,100
"232","airplane",91,3.27088668980234,0,100
"233","airport",89,3.10617695891812,0,100
"234","airship",73.6842105263158,3.11811474889424,0,95
"235","airy",86,3.03938396515247,0,100
"236","aisle",93.75,3.06406212319205,0,96
"237","alarm",95.959595959596,3.12482413084709,0,99
"238","alas",55,3.63592658315693,0,100
"239","Alaska",89,2.71606904738877,0,100
"240","Albert",90,2.1878045571153,0,100
"241","album",96,2.44729428796453,0,100
"242","alchemy",84,2.7968407314307,0,100
"243","alcohol",94,2.98816235487276,0,100
"244","alcoholic",89,3.39223366615622,0,100
"245","alcoholism",89.8989898989899,3.22913491343567,0,99
"246","ale",96,1.33522860683427,0,100
"247","alert",95,2.80537893452373,0,100
"248","algae",88.7755102040816,2.75042133577756,0,98
"249","algebra",94.9494949494949,2.20412673345262,0,99
"250","algorithm",90.9090909090909,2.20014152113834,0,99
"251","alibi",89,2.94756792517847,0,100
"252","alien",82,3.39122265148291,0,100
"253","aliens",73,3.25237134548824,0,100
"254","align",86,3.33183210875411,0,100
"255","alike",94,2.35953492396191,0,100
"256","a little",77,2.51810556935704,0,100
"257","alive",91,2.9747783598805,0,100
"258","all",90,3.00931540429306,0,100
"259","allegiance",91,3.20615027789318,0,100
"260","allergic",87,3.53461421608768,0,100
"261","allergies",85,3.32163592632318,0,100
"262","allergy",81,3.28295207035579,0,100
"263","alley",90,2.77383416160886,0,100
"264","alliance",94,3.72082775581182,0,100
"265","alligator",97,1.99353067195978,0,100
"266","allow",97,2.35883739210347,0,100
"267","allowance",90,1.66325963849535,0,100
"268","allowed",88,3.00677349318256,0,100
"269","alloy",87,1.97818164363488,0,100
"270","allspice",73.7373737373737,3.28801122647014,0,99
"271","allure",87,3.56766218109801,0,100
"272","ally",92,2.24615000536624,0,100
"273","almanac",84,3.18413074295888,0,100
"274","almighty",94.9494949494949,1.30521869159012,0,99
"275","almond",92,2.5616465075276,0,100
"276","almonds",90,2.46306921716892,0,100
"277","almost",91,1.97271130839194,0,100
"278","aloe",37,1.79605446464704,0,100
"279","alone",96,3.04049802904184,0,100
"280","along",95,2.94587314944156,0,100
"281","alongside",94,2.61196528395246,0,100
"282","aloof",79,3.84950424884397,0,100
"283","alot",70.7070707070707,3.10272240313277,0,99
"284","a lot",92,2.47337617764999,0,100
"285","aloud",80,3.66635823642481,0,100
"286","alpha",97,2.11313330554878,0,100
"287","alphabet",90,2.33721410742083,0,100
"288","Alpine",90,2.84113915229125,0,100
"289","Alps",86,2.07460579623762,0,100
"290","already",90,2.87998567936641,0,100
"291","alright",93,2.18557848531871,0,100
"292","also",89,2.31201593778497,0,100
"293","altar",95,2.73669822781711,0,100
"294","alter",94,2.25625033971753,0,100
"295","alteration",89,2.38814004968319,0,100
"296","alternate",92,3.18227244272759,0,100
"297","alternative",92,3.24553597314725,0,100
"298","alternatively",78,3.22345527525667,0,100
"299","although",90,3.31531244033691,0,100
"300","altitude",93,2.14520749349287,0,100
"301","alto",86.3157894736842,2.75034402664969,0,95
"302","altruism",74,3.71784982485713,0,100
"303","altruistic",76.2886597938144,3.35746690738093,0,97
"304","aluminum",96.875,2.82202652624365,0,96
"305","alumni",90,2.84396771930428,0,100
"306","Alvin",58,2.01159437318005,0,100
"307","always",89,2.34608869863982,0,100
"308","am",65,2.64652278919146,0,100
"309","amass",89.7959183673469,2.81344956791361,0,98
"310","amateur",80,3.71664444612962,0,100
"311","amaze",94,3.28754485376206,0,100
"312","amazement",88,3.16336170333718,0,100
"313","amazing",95,3.43952618654769,0,100
"314","Amazon",84.6938775510204,3.02601398745499,0,98
"315","ambassador",80,3.60845018119109,0,100
"316","amber",88,3.61597891246414,0,100
"317","ambiance",90,3.10300445263716,0,100
"318","ambient",86.8686868686869,3.48321375204978,0,99
"319","ambiguous",80,3.30759561076786,0,100
"320","ambition",98,3.63507433751298,0,100
"321","ambitious",83,4.12394636530842,0,100
"322","amble",68,2.33668049287437,0,100
"323","ambulance",87,3.20940828989033,0,100
"324","ambush",88,3.55339706316377,0,100
"325","amen",91,2.68634403602097,0,100
"326","amend",87,2.84378791718932,0,100
"327","America",66,3.2171295490472,0,100
"328","American",90,3.94131237268471,0,100
"329","Americans",82.2916666666667,3.82939232287303,0,96
"330","amiable",82.6530612244898,2.34237901155883,0,98
"331","amid",81,2.95024252544264,0,100
"332","amino acid",83,3.16089257909685,0,100
"333","ammo",90,1.88881595875973,0,100
"334","ammunition",84,2.39345463618171,0,100
"335","amoeba",79,3.39240199045767,0,100
"336","amok",81,3.12920881574225,0,100
"337","among",88.7755102040816,2.75124487748363,0,98
"338","amongst",92,2.98978090976319,0,100
"339","amorphous",44,3.26887428268891,0,100
"340","amount",95,2.76775915007825,0,100
"341","amp",80.4123711340206,3.28920045841163,0,97
"342","amphibian",93.8144329896907,1.83463081192106,0,97
"343","ample",93,3.1054847442277,0,100
"344","amplifier",85,2.83346781242793,0,100
"345","amplify",68,2.90961692996703,0,100
"346","amuse",89,2.69492545695504,0,100
"347","amusement",97,1.96592007483878,0,100
"348","amusing",94,1.87047029121711,0,100
"349","an",86,3.01027863965104,0,100
"350","anagram",73,3.16385373057494,0,100
"351","anal",75,3.16619902164982,0,100
"352","analog",87,2.3054282916034,0,100
"353","analogy",79.7979797979798,3.0389763573027,0,99
"354","analysis",89,3.75198010245649,0,100
"355","analyst",91,3.79194695302987,0,100
"356","analytical",91.9191919191919,3.79243298988583,0,99
"357","analyze",92,3.72377452098519,0,100
"358","anarchist",74,3.74828147812501,0,100
"359","anarchy",85,3.31230563208417,0,100
"360","anatomy",90,2.60047888237813,0,100
"361","ancestor",86.5979381443299,3.38299031389697,0,97
"362","ancestors",76,3.51085445595875,0,100
"363","ancestry",85,3.27720148382902,0,100
"364","anchor",96,2.62826187118596,0,100
"365","ancient",90.8163265306122,1.54744624635074,0,98
"366","and",94,2.75010674278469,0,100
"367","android",95.9183673469388,1.90686505103302,0,98
"368","anecdote",91.8367346938776,2.22584613633004,0,98
"369","anemia",83.5051546391753,2.91270569947248,0,97
"370","anew",76.7676767676768,3.06343447074474,0,99
"371","angel",89.8989898989899,3.39438440651024,0,99
"372","angelic",88,3.20054011393508,0,100
"373","angels",76,2.97773048761127,0,100
"374","anger",93,2.77102772001125,0,100
"375","angle",95,3.1912370182849,0,100
"376","angled",75,3.77146709860018,0,100
"377","angles",71,3.35909624684284,0,100
"378","angry",92,2.5953304990324,0,100
"379","angst",90,3.39639403962136,0,100
"380","anguish",96,2.88001425717143,0,100
"381","animal",93,3.57964158276799,0,100
"382","animals",91,3.68460141582971,0,100
"383","animate",85,2.94506146704556,0,100
"384","animation",83,2.5821626950245,0,100
"385","anime",77,2.44872102028051,0,100
"386","ankle",93,2.77720719857357,0,100
"387","annihilate",92,2.32309024603192,0,100
"388","anniversary",96,2.74199847330904,0,100
"389","announce",92.6315789473684,3.50311488105259,0,95
"390","announcement",81,3.68189564978422,0,100
"391","annoy",91.8367346938776,3.43708336239449,0,98
"392","annoyance",83,3.95604658163966,0,100
"393","annoyed",85,3.34672634866258,0,100
"394","annoying",88,4.02352679899392,0,100
"395","annual",95,1.78548538725661,0,100
"396","annually",94.8979591836735,1.82043180232574,0,98
"397","anonymous",74,3.44709348927276,0,100
"398","anorexia",80,2.58045558163108,0,100
"399","another",91,3.28910833379624,0,100
"400","answer",99,2.09593339819267,0,100
"401","answers",80,2.23034708519355,0,100
"402","ant",95,2.81226726462146,0,100
"403","Antarctic",89.6907216494845,2.40922047898701,0,97
"404","anteater",89,3.23313266896247,0,100
"405","antecedent",63,2.70905743757503,0,100
"406","antelope",95,2.89720647667596,0,100
"407","antenna",70,3.03109632190055,0,100
"408","anterior",74.7474747474748,2.98250394109779,0,99
"409","anthem",93.75,2.2868205696717,0,96
"410","anthill",83,3.41040641095788,0,100
"411","anthropology",83,3.4738405059022,0,100
"412","anti",82,2.61691782791259,0,100
"413","antibiotic",86.8686868686869,2.95936880442371,0,99
"414","antibiotics",89,2.9109884521128,0,100
"415","anticipate",87.8787878787879,3.73823316276071,1,100
"416","anticipation",90,3.2564626851562,0,100
"417","antidote",97,2.52970060510276,0,100
"418","antiquated",80.6122448979592,1.54953975418716,0,98
"419","antique",95,1.40390985384123,0,100
"420","antiques",80.2083333333333,2.19586062334697,0,96
"421","antiseptic",88.8888888888889,3.11860004155844,0,99
"422","antisocial",88,3.66656576576451,0,100
"423","antler",92,1.83777330489448,0,100
"424","antlers",97,1.53331591742677,0,100
"425","ants",90,3.47845120725266,0,100
"426","anus",79,2.71663010842371,0,100
"427","anvil",82,2.58716013467522,0,100
"428","anxiety",95.959595959596,2.86724572811282,0,99
"429","anxious",93,2.57610013510174,0,100
"430","any",93,2.78141430778533,0,100
"431","anybody",96,3.09327225956309,0,100
"432","anyone",90.8163265306122,3.10593004013315,0,98
"433","anything",91,2.99946436767366,0,100
"434","anytime",89,2.59796725315892,0,100
"435","anyway",73,3.73895880126104,0,100
"436","anywhere",85,3.03653758646493,0,100
"437","apache",85,2.31366738806209,0,100
"438","apart",92,2.89490670893498,0,100
"439","apartheid",83,2.8310187186883,0,100
"440","apartment",93,3.10531066179747,0,100
"441","apartments",59.5959595959596,3.60397438918407,0,99
"442","apathetic",80,3.56137938366329,0,100
"443","apathy",71,3.96329261443238,0,100
"444","ape",98,2.47922250456893,0,100
"445","apes",77,2.65986196553737,0,100
"446","apex",89,2.59276076098781,0,100
"447","aphrodisiac",74.2268041237113,2.56038108229577,0,97
"448","apocalypse",79,2.92357876547083,0,100
"449","apologize",91,2.00281516813478,0,100
"450","apology",97,1.6607329231032,0,100
"451","apostle",72,3.06179968810905,0,100
"452","app",92.9292929292929,2.57020191289475,0,99
"453","apparel",96,1.7146511972386,0,100
"454","apparent",85,2.78511721266195,0,100
"455","apparition",92,1.50633865185935,0,100
"456","appeal",94,3.39914061734208,0,100
"457","appealing",87,3.2462364811856,0,100
"458","appear",93,2.99514001614985,0,100
"459","appearance",93,3.32639656586151,0,100
"460","appendage",84,2.65099050423593,0,100
"461","appendix",86,3.59831581379398,0,100
"462","appetite",96,2.03746126789811,0,100
"463","appetizer",76.2886597938144,3.20681000687782,0,97
"464","applaud",95,1.70899498424985,0,100
"465","applause",90,2.6110559792091,0,100
"466","apple",94,2.9292266632946,0,100
"467","apple juice",96,3.61724067431817,0,100
"468","apple pie",99,3.46417375632955,0,100
"469","apples",89,2.06885069473827,0,100
"470","applesauce",82,3.70380783059259,0,100
"471","appliance",96,3.21943314076964,0,100
"472","application",93,3.15736797341193,0,100
"473","apply",90,3.6289265177152,0,100
"474","appoint",91,3.74597788640257,0,100
"475","appointment",89,2.85897939932861,0,100
"476","appraisal",87,3.74257990566666,0,100
"477","appraise",83.8383838383838,3.54038062548185,0,99
"478","appreciate",90.8163265306122,3.11642142268339,0,98
"479","appreciation",95,3.27787256172011,0,100
"480","apprehend",94,2.84592701007348,0,100
"481","apprehension",86,3.09199996413793,0,100
"482","apprehensive",95,2.96896539909644,0,100
"483","apprentice",88,3.73441853451381,0,100
"484","approach",84,3.41725026942755,0,100
"485","appropriate",94,3.20332270763338,0,100
"486","approval",90,3.79463369937555,0,100
"487","approve",95,3.28576151139934,0,100
"488","approximate",93,2.96629807106223,0,100
"489","approximately",89.8989898989899,2.750410435884,0,99
"490","approximation",83,2.84670800309406,0,100
"491","apricot",95,2.50840202635309,0,100
"492","April",94,2.50229563496277,0,100
"493","apron",86,3.13574469686643,0,100
"494","apt",87,3.28838975751897,0,100
"495","aptitude",92,2.58424800054127,0,100
"496","aqua",96,1.44630026990754,0,100
"497","aquarium",95.9183673469388,1.19382354132143,0,98
"498","Arab",73,3.63077187820956,0,100
"499","Arabic",81,2.81920971002655,0,100
"500","arachnid",94.9494949494949,0.724710413304727,0,99
"501","arc",73,3.50105322908751,0,100
"502","arcade",94.7916666666667,2.21340878483279,0,96
"503","arch",84,3.77484605963629,0,100
"504","archaic",94,1.42713517725555,0,100
"505","archeology",85.8585858585859,3.16315008639265,0,99
"506","archery",93,2.27830422381577,0,100
"507","architect",89,3.26064428908278,0,100
"508","architecture",91,2.42950256941377,0,100
"509","archive",94,3.23985227614707,0,100
"510","arctic",94,2.6198164507965,0,100
"511","arduous",86,2.1733434793087,0,100
"512","are",93,2.70845318542686,0,100
"513","area",92,3.63762007260494,0,100
"514","arena",85,3.34194631220978,0,100
"515","argue",97,2.76880828685841,0,100
"516","argument",91,3.12424495413717,0,100
"517","argumentative",70.7070707070707,4.07974293339836,0,99
"518","arid",91.9191919191919,1.23341329315499,0,99
"519","Aries",82,3.03072502429254,0,100
"520","aright",56.8421052631579,2.70409576173481,0,95
"521","arise",80,3.50519483941727,0,100
"522","aristocracy",71.1340206185567,3.80958155074259,0,97
"523","aristocrat",83,3.55023784133255,0,100
"524","aristocratic",79,3.50029169967077,0,100
"525","arithmetic",96,1.60429615173594,0,100
"526","Arizona",82,3.08516606499318,0,100
"527","arm",94,2.35878257909781,0,100
"528","armada",82,2.83031960601487,0,100
"529","armchair",92,3.59821542730814,0,100
"530","armed",91,2.76644722710781,0,100
"531","armed forces",91,2.40229624716289,0,100
"532","armor",86,3.26238623704263,0,100
"533","armpit",94,2.83235498644231,0,100
"534","arms",86.8686868686869,3.16231613834306,0,99
"535","army",89.8989898989899,3.12100984371847,0,99
"536","aroma",98.989898989899,1.63983862025735,0,99
"537","aromatic",86.8686868686869,3.00865838238275,0,99
"538","around",86,3.06450601566853,0,100
"539","arousal",95,2.53194047710447,0,100
"540","arouse",88,3.07451104962468,0,100
"541","arrange",93,3.17559098887539,0,100
"542","arrangement",94,3.21092312729669,0,100
"543","array",87,4.04870695112436,0,100
"544","arrest",95,3.09002510735857,0,100
"545","arrested",88.8888888888889,2.86708667684101,0,99
"546","arrival",95,3.40577780978453,0,100
"547","arrive",92,3.40402208279568,0,100
"548","arriving",82,3.49960073876738,0,100
"549","arrogance",82.1052631578947,3.82203194220133,0,95
"550","arrogant",91,3.88805320024832,0,100
"551","arrow",94,2.97249378785787,0,100
"552","arrows",68.3673469387755,2.87727413700921,0,98
"553","arsenic",84,1.48637196146676,0,100
"554","art",92,3.52347857393297,0,100
"555","artery",89,1.97362628421338,0,100
"556","arthritis",91,2.61667708794954,0,100
"557","Arthur",78,2.26619759796239,0,100
"558","article",95,2.87809585590877,0,100
"559","articulate",87,3.1689335229461,0,100
"560","artifact",82,3.18428217010119,0,100
"561","artificial",95,2.33154598922708,0,100
"562","artillery",86,2.77598983595742,0,100
"563","artisan",87,3.23863731530932,0,100
"564","artist",93,3.37578762402633,0,100
"565","artistic",88,3.29746043341518,0,100
"566","arts",84,3.24530550759049,0,100
"567","artsy",89,3.14540800278566,0,100
"568","artwork",88,3.33887950967969,0,100
"569","as",92,2.86623710993409,0,100
"570","ascend",90.7216494845361,2.72080851247906,0,97
"571","ascent",87.8787878787879,2.56364321876628,0,99
"572","ascertain",87,3.44698588402355,0,100
"573","ash",96,2.86051218991478,0,100
"574","ashamed",93,2.93417142797904,0,100
"575","ashes",88.7755102040816,3.09356267859027,0,98
"576","ashtray",91.5789473684211,2.38339137707789,0,95
"577","Asia",89,3.02003111434908,0,100
"578","Asian",92,3.54157966749959,0,100
"579","aside",79.5918367346939,3.81465557916607,0,98
"580","ask",97,2.37039788823387,0,100
"581","askew",57,3.37282069491152,0,100
"582","asking",86,3.23246390095166,0,100
"583","asleep",92,3.24568711936042,0,100
"584","asparagus",97,2.58694580667884,0,100
"585","aspect",91,3.49338600227194,0,100
"586","asphalt",87,3.0230986091522,0,100
"587","asphyxiate",94,2.78389876231105,0,100
"588","aspiration",95,2.92002175651772,0,100
"589","aspire",96,3.30545869961295,0,100
"590","aspirin",90,2.65339025985106,0,100
"591","ass",97,2.6647074683703,0,100
"592","assassin",93,2.5488955692232,0,100
"593","assassination",78.7878787878788,2.63419222616836,0,99
"594","assault",97,3.17779526869655,0,100
"595","assemble",90,3.34103211809128,0,100
"596","assembly",93,3.02508698406702,0,100
"597","assert",86.734693877551,3.87828693185041,0,98
"598","assertive",81.9148936170213,3.61451260865647,0,94
"599","assess",86,3.79635721036325,0,100
"600","assessment",96,2.7035282818765,0,100
"601","asset",94,3.62941940826545,0,100
"602","assets",90,2.60143424581379,0,100
"603","asshole",86,3.28316110006279,0,100
"604","assign",91.9191919191919,3.25074266584399,0,99
"605","assignment",98,2.50565553381305,0,100
"606","assimilate",63,3.81094084735124,0,100
"607","assist",97,1.68227319508982,0,100
"608","assistance",100,1.48150625006202,0,100
"609","assistant",94,2.82844340596069,0,100
"610","associate",90,3.45964582257119,0,100
"611","associated",87.5,3.42286321612004,0,96
"612","association",86,3.47299771924482,0,100
"613","assortment",87,3.06482593552832,0,100
"614","assume",83,3.37109718392382,0,100
"615","assumption",86,3.61222779864467,0,100
"616","assurance",85,3.79262748990753,0,100
"617","assure",87,3.44325616356783,0,100
"618","assured",85.5670103092783,3.15975571247625,0,97
"619","asteroid",92.9292929292929,2.97188500137279,0,99
"620","asthma",71,3.02702639996106,0,100
"621","astonish",91,2.3652803347863,0,100
"622","astonishing",94,2.53519578713224,0,100
"623","astonishment",84,2.51934336279612,0,100
"624","astound",90,2.40759209696905,0,100
"625","astounding",94,2.65638524824379,0,100
"626","astringent",65,3.49919856444433,0,100
"627","astrology",85,2.52160073362189,0,100
"628","astronaut",90,2.1167333145294,0,100
"629","astronomy",96,1.57285976778431,0,100
"630","as well",90,2.15059142721957,0,100
"631","asylum",86,2.81115374636279,0,100
"632","at",94,3.1747363695675,0,100
"633","atheism",79,2.90294713104888,0,100
"634","atheist",77,2.72090670452755,0,100
"635","athlete",93,3.31877236954737,0,100
"636","athletic",96,3.23790890283082,0,100
